Year,Country Code,Population
1966,MUS,768813.0
1967,MUS,783917.0
1968,MUS,798413.0
1969,MUS,812405.0
1970,MUS,826000.0
1971,MUS,839230.0
1972,MUS,852053.0
1973,MUS,864819.0
1974,MUS,878042.0
1975,MUS,892000.0
1976,MUS,906507.0
1977,MUS,921379.0
1978,MUS,933499.0
1979,MUS,949888.0
1980,MUS,966039.0
1981,MUS,980462.0
1982,MUS,992521.0
1983,MUS,1001691.0
1984,MUS,1012221.0
1985,MUS,1020528.0
1986,MUS,1028360.0
1987,MUS,1036082.0
1988,MUS,1043239.0
1989,MUS,1051260.0
1990,MUS,1058775.0
1991,MUS,1070266.0
1992,MUS,1084441.0
1993,MUS,1097374.0
1994,MUS,1112846.0
1995,MUS,1122457.0
1996,MUS,1133996.0
1997,MUS,1148284.0
1998,MUS,1160421.0
1999,MUS,1175267.0
2000,MUS,1186873.0
2001,MUS,1196287.0
2002,MUS,1204621.0
2003,MUS,1213370.0
2004,MUS,1221003.0
2005,MUS,1228254.0
2006,MUS,1233996.0
2007,MUS,1239630.0
2008,MUS,1244121.0
2009,MUS,1247429.0
2010,MUS,1250400.0
2011,MUS,1252404.0
2012,MUS,1255882.0
2013,MUS,1258653.0
2014,MUS,1260934.0
2015,MUS,1262605.0
2016,MUS,1263473.0
1964,MWI,4032364.0
1965,MWI,4134464.0
1966,MWI,4240430.0
1967,MWI,4350456.0
1968,MWI,4464427.0
1969,MWI,4582197.0
1970,MWI,4703783.0
1971,MWI,4829092.0
1972,MWI,4958556.0
1973,MWI,5093368.0
1974,MWI,5235074.0
1975,MWI,5384798.0
1976,MWI,5545653.0
1977,MWI,5717954.0
1978,MWI,5896864.0
1979,MWI,6075485.0
1980,MWI,6250434.0
1981,MWI,6412380.0
1982,MWI,6565985.0
1983,MWI,6737924.0
1984,MWI,6964613.0
1985,MWI,7268271.0
1986,MWI,7666390.0
1987,MWI,8141140.0
1988,MWI,8636686.0
1989,MWI,9075568.0
1990,MWI,9404499.0
1991,MWI,9600361.0
1992,MWI,9685974.0
1993,MWI,9710335.0
1994,MWI,9745695.0
1995,MWI,9844418.0
1996,MWI,10022783.0
1997,MWI,10264906.0
1998,MWI,10552345.0
1999,MWI,10854325.0
2000,MWI,11148751.0
2001,MWI,11432001.0
2002,MWI,11713663.0
2003,MWI,12000183.0
2004,MWI,12301837.0
2005,MWI,12625950.0
2006,MWI,12973693.0
2007,MWI,13341808.0
2008,MWI,13727899.0
2009,MWI,14128161.0
2010,MWI,14539609.0
2011,MWI,14962118.0
2012,MWI,15396010.0
2013,MWI,15839287.0
2014,MWI,16289550.0
2015,MWI,16745305.0
2016,MWI,17205253.0
1964,MYS,9253827.0
1965,MYS,9526558.0
1966,MYS,9790083.0
1967,MYS,10046321.0
1968,MYS,10297983.0
1969,MYS,10549395.0
1970,MYS,10804131.0
1971,MYS,11062434.0
1972,MYS,11324277.0
1973,MYS,11592638.0
1974,MYS,11871102.0
1975,MYS,12162189.0
1976,MYS,12468688.0
1977,MYS,12790313.0
1978,MYS,13122833.0
1979,MYS,13460035.0
1980,MYS,13798094.0
1981,MYS,14134060.0
1982,MYS,14471215.0
1983,MYS,14819430.0
1984,MYS,15192300.0
1985,MYS,15598924.0
1986,MYS,16043736.0
1987,MYS,16522004.0
1988,MYS,17022470.0
1989,MYS,17528961.0
1990,MYS,18029824.0
1991,MYS,18519941.0
1992,MYS,19002660.0
1993,MYS,19484901.0
1994,MYS,19977508.0
1995,MYS,20487604.0
1996,MYS,21017619.0
1997,MYS,21562790.0
1998,MYS,22114647.0
1999,MYS,22661293.0
2000,MYS,23194252.0
2001,MYS,23709115.0
2002,MYS,24208391.0
2003,MYS,24698821.0
2004,MYS,25190647.0
2005,MYS,25690615.0
2006,MYS,26201954.0
2007,MYS,26720367.0
2008,MYS,27236003.0
2009,MYS,27735038.0
2010,MYS,28208028.0
2011,MYS,28650962.0
2012,MYS,29068189.0
2013,MYS,29468923.0
2014,MYS,29866606.0
2015,MYS,30270965.0
2016,MYS,30684652.0
1964,NAC,211262900.0
1965,NAC,214031100.0
1966,NAC,216659000.0
1967,NAC,219176000.0
1968,NAC,221503000.0
1969,NAC,223759000.0
1970,NAC,226431000.0
1971,NAC,229677632.0
1972,NAC,232168663.0
1973,NAC,234454577.0
1974,NAC,236715369.0
1975,NAC,239169275.0
1976,NAC,241538008.0
1977,NAC,244018243.0
1978,NAC,246601803.0
1979,NAC,249310344.0
1980,NAC,251795337.0
1981,NAC,254340965.0
1982,NAC,256836391.0
1983,NAC,259214381.0
1984,NAC,261488476.0
1985,NAC,263823014.0
1986,NAC,266290660.0
1987,NAC,268793450.0
1988,NAC,271349094.0
1989,NAC,274154622.0
1990,NAC,277373464.0
1991,NAC,281077441.0
1992,NAC,284943859.0
1993,NAC,288662674.0
1994,NAC,292185983.0
1995,NAC,295640057.0
1996,NAC,299064347.0
1997,NAC,302623445.0
1998,NAC,306070116.0
1999,NAC,309502571.0
2000,NAC,312909974.0
2001,NAC,316052361.0
2002,NAC,319048184.0
2003,NAC,321815286.0
2004,NAC,324809693.0
2005,NAC,327824506.0
2006,NAC,331015609.0
2007,NAC,334185120.0
2008,NAC,337406357.0
2009,NAC,340466060.0
2010,NAC,343397156.0
2011,NAC,345987373.0
2012,NAC,348656682.0
2013,NAC,351207902.0
2014,NAC,353888902.0
2015,NAC,356507139.0
2016,NAC,359245796.0
1964,NAM,698797.0
1965,NAM,716588.0
1966,NAM,734866.0
1967,NAM,753683.0
1968,NAM,773428.0
1969,NAM,794588.0
1970,NAM,817474.0
1971,NAM,842353.0
1972,NAM,868954.0
1973,NAM,896264.0
1974,NAM,922900.0
1975,NAM,947925.0
1976,NAM,971117.0
1977,NAM,992955.0
1978,NAM,1014055.0
1979,NAM,1035379.0
1980,NAM,1057723.0
1981,NAM,1080938.0
1982,NAM,1105103.0
1983,NAM,1131624.0
1984,NAM,1162282.0
1985,NAM,1198149.0
1986,NAM,1239923.0
1987,NAM,1286796.0
1988,NAM,1336545.0
1989,NAM,1386011.0
1990,NAM,1432899.0
1991,NAM,1476399.0
1992,NAM,1516951.0
1993,NAM,1555098.0
1994,NAM,1591826.0
1995,NAM,1627866.0
1996,NAM,1663378.0
1997,NAM,1698029.0
1998,NAM,1731635.0
1999,NAM,1763861.0
2000,NAM,1794583.0
2001,NAM,1823667.0
2002,NAM,1851519.0
2003,NAM,1879113.0
2004,NAM,1907737.0
2005,NAM,1938316.0
2006,NAM,1971318.0
2007,NAM,2006516.0
2008,NAM,2043382.0
2009,NAM,2081039.0
2010,NAM,2118877.0
2011,NAM,2156698.0
2012,NAM,2194777.0
2013,NAM,2233506.0
2014,NAM,2273426.0
2015,NAM,2314901.0
2016,NAM,2358044.0
1964,NCL,88100.0
1965,NCL,90500.0
1966,NCL,93500.0
1967,NCL,96500.0
1968,NCL,99500.0
1969,NCL,104000.0
1970,NCL,112000.0
1971,NCL,120000.0
1972,NCL,125500.0
1973,NCL,128500.0
1974,NCL,131000.0
1975,NCL,132500.0
1976,NCL,134000.0
1977,NCL,136000.0
1978,NCL,137500.0
1979,NCL,138500.0
1980,NCL,140050.0
1981,NCL,142650.0
1982,NCL,145700.0
1983,NCL,148700.0
1984,NCL,151650.0
1985,NCL,154450.0
1986,NCL,157350.0
1987,NCL,160500.0
1988,NCL,163650.0
1989,NCL,166898.0
1990,NCL,170899.0
1991,NCL,175362.0
1992,NCL,179799.0
1993,NCL,184496.0
1994,NCL,189482.0
1995,NCL,193816.0
1996,NCL,197564.0
1997,NCL,201418.0
1998,NCL,205279.0
1999,NCL,209214.0
2000,NCL,213230.0
2001,NCL,217324.0
2002,NCL,221490.0
2003,NCL,225296.0
2004,NCL,228750.0
2005,NCL,232250.0
2006,NCL,235750.0
2007,NCL,239250.0
2008,NCL,242750.0
2009,NCL,245950.0
2010,NCL,249750.0
2011,NCL,254350.0
2012,NCL,259000.0
2013,NCL,263650.0
2014,NCL,268050.0
2015,NCL,268700.0
2016,NCL,269350.0
1964,NER,3802802.0
1965,NER,3914118.0
1966,NER,4027969.0
1967,NER,4144588.0
1968,NER,4263925.0
1969,NER,4385925.0
1970,NER,4510645.0
1971,NER,4637984.0
1972,NER,4768225.0
1973,NER,4902151.0
1974,NER,5040795.0
1975,NER,5184940.0
1976,NER,5335083.0
1977,NER,5491158.0
1978,NER,5652655.0
1979,NER,5818763.0
1980,NER,5989000.0
1981,NER,6163711.0
1982,NER,6343530.0
1983,NER,6528646.0
1984,NER,6719310.0
1985,NER,6915994.0
1986,NER,7118885.0
1987,NER,7328934.0
1988,NER,7548429.0
1989,NER,7780242.0
1990,NER,8026592.0
1991,NER,8288739.0
1992,NER,8566773.0
1993,NER,8860297.0
1994,NER,9168316.0
1995,NER,9490289.0
1996,NER,9826600.0
1997,NER,10178196.0
1998,NER,10545720.0
1999,NER,10929922.0
2000,NER,11331561.0
2001,NER,11751364.0
2002,NER,12189988.0
2003,NER,12647983.0
2004,NER,13125914.0
2005,NER,13624474.0
2006,NER,14143969.0
2007,NER,14685404.0
2008,NER,15250913.0
2009,NER,15843131.0
2010,NER,16464025.0
2011,NER,17114770.0
2012,NER,17795209.0
2013,NER,18504287.0
2014,NER,19240182.0
2015,NER,20001663.0
2016,NER,20788789.0
1964,NGA,49066762.0
1965,NGA,50127920.0
1966,NGA,51217969.0
1967,NGA,52342231.0
1968,NGA,53506201.0
1969,NGA,54717035.0
1970,NGA,55982142.0
1971,NGA,57296988.0
1972,NGA,58665813.0
1973,NGA,60114615.0
1974,NGA,61677167.0
1975,NGA,63374289.0
1976,NGA,65221379.0
1977,NGA,67203134.0
1978,NGA,69271915.0
1979,NGA,71361141.0
1980,NGA,73423646.0
1981,NGA,75440505.0
1982,NGA,77427539.0
1983,NGA,79414841.0
1984,NGA,81448757.0
1985,NGA,83562776.0
1986,NGA,85766396.0
1987,NGA,88048029.0
1988,NGA,90395278.0
1989,NGA,92788039.0
1990,NGA,95212454.0
1991,NGA,97667632.0
1992,NGA,100161708.0
1993,NGA,102700751.0
1994,NGA,105293701.0
1995,NGA,107948339.0
1996,NGA,110668784.0
1997,NGA,113457661.0
1998,NGA,116319763.0
1999,NGA,119260055.0
2000,NGA,122283853.0
2001,NGA,125394046.0
2002,NGA,128596079.0
2003,NGA,131900634.0
2004,NGA,135320420.0
2005,NGA,138865014.0
2006,NGA,142538305.0
2007,NGA,146339971.0
2008,NGA,150269622.0
2009,NGA,154324939.0
2010,NGA,158503203.0
2011,NGA,162805080.0
2012,NGA,167228803.0
2013,NGA,171765819.0
2014,NGA,176404931.0
2015,NGA,181137454.0
2016,NGA,185960244.0
1964,NIC,2006478.0
1965,NIC,2068379.0
1966,NIC,2131973.0
1967,NIC,2197303.0
1968,NIC,2264623.0
1969,NIC,2334285.0
1970,NIC,2406523.0
1971,NIC,2481345.0
1972,NIC,2558705.0
1973,NIC,2638699.0
1974,NIC,2721417.0
1975,NIC,2806859.0
1976,NIC,2894967.0
1977,NIC,2985480.0
1978,NIC,3077861.0
1979,NIC,3171404.0
1980,NIC,3265520.0
1981,NIC,3360142.0
1982,NIC,3455129.0
1983,NIC,3549711.0
1984,NIC,3642978.0
1985,NIC,3734343.0
1986,NIC,3823133.0
1987,NIC,3909672.0
1988,NIC,3995529.0
1989,NIC,4082958.0
1990,NIC,4173435.0
1991,NIC,4267570.0
1992,NIC,4364514.0
1993,NIC,4462496.0
1994,NIC,4559010.0
1995,NIC,4652185.0
1996,NIC,4741571.0
1997,NIC,4827658.0
1998,NIC,4910642.0
1999,NIC,4991041.0
2000,NIC,5069310.0
2001,NIC,5145367.0
2002,NIC,5219324.0
2003,NIC,5292115.0
2004,NIC,5364930.0
2005,NIC,5438692.0
2006,NIC,5513757.0
2007,NIC,5590066.0
2008,NIC,5667436.0
2009,NIC,5745538.0
2010,NIC,5824058.0
2011,NIC,5903035.0
2012,NIC,5982530.0
2013,NIC,6062462.0
2014,NIC,6142734.0
2015,NIC,6223234.0
2016,NIC,6303970.0
1964,NLD,12127120.0
1965,NLD,12294732.0
1966,NLD,12456251.0
1967,NLD,12598201.0
1968,NLD,12729721.0
1969,NLD,12877984.0
1970,NLD,13038526.0
1971,NLD,13194497.0
1972,NLD,13328593.0
1973,NLD,13439322.0
1974,NLD,13545056.0
1975,NLD,13666335.0
1976,NLD,13774037.0
1977,NLD,13856185.0
1978,NLD,13941700.0
1979,NLD,14038270.0
1980,NLD,14149800.0
1981,NLD,14247208.0
1982,NLD,14312690.0
1983,NLD,14367070.0
1984,NLD,14424211.0
1985,NLD,14491632.0
1986,NLD,14572278.0
1987,NLD,14665037.0
1988,NLD,14760094.0
1989,NLD,14848907.0
1990,NLD,14951510.0
1991,NLD,15069798.0
1992,NLD,15184166.0
1993,NLD,15290368.0
1994,NLD,15382838.0
1995,NLD,15459006.0
1996,NLD,15530498.0
1997,NLD,15610650.0
1998,NLD,15707209.0
1999,NLD,15812088.0
2000,NLD,15925513.0
2001,NLD,16046180.0
2002,NLD,16148929.0
2003,NLD,16225302.0
2004,NLD,16281779.0
2005,NLD,16319868.0
2006,NLD,16346101.0
2007,NLD,16381696.0
2008,NLD,16445593.0
2009,NLD,16530388.0
2010,NLD,16615394.0
2011,NLD,16693074.0
2012,NLD,16754962.0
2013,NLD,16804432.0
2014,NLD,16865008.0
2015,NLD,16939923.0
2016,NLD,17030314.0
1964,NOR,3694339.0
1965,NOR,3723168.0
1966,NOR,3753012.0
1967,NOR,3784539.0
1968,NOR,3816486.0
1969,NOR,3847707.0
1970,NOR,3875763.0
1971,NOR,3903039.0
1972,NOR,3933004.0
1973,NOR,3960612.0
1974,NOR,3985258.0
1975,NOR,4007313.0
1976,NOR,4026152.0
1977,NOR,4043205.0
1978,NOR,4058671.0
1979,NOR,4072517.0
1980,NOR,4085620.0
1981,NOR,4099702.0
1982,NOR,4114787.0
1983,NOR,4128432.0
1984,NOR,4140099.0
1985,NOR,4152516.0
1986,NOR,4167354.0
1987,NOR,4186905.0
1988,NOR,4209488.0
1989,NOR,4226901.0
1990,NOR,4241473.0
1991,NOR,4261732.0
1992,NOR,4286401.0
1993,NOR,4311991.0
1994,NOR,4336613.0
1995,NOR,4359184.0
1996,NOR,4381336.0
1997,NOR,4405157.0
1998,NOR,4431464.0
1999,NOR,4461913.0
2000,NOR,4490967.0
2001,NOR,4513751.0
2002,NOR,4538159.0
2003,NOR,4564855.0
2004,NOR,4591910.0
2005,NOR,4623291.0
2006,NOR,4660677.0
2007,NOR,4709153.0
2008,NOR,4768212.0
2009,NOR,4828726.0
2010,NOR,4889252.0
2011,NOR,4953088.0
2012,NOR,5018573.0
2013,NOR,5079623.0
2014,NOR,5137232.0
2015,NOR,5188607.0
2016,NOR,5234519.0
1964,NPL,10783958.0
1965,NPL,10972912.0
1966,NPL,11172530.0
1967,NPL,11382965.0
1968,NPL,11603921.0
1969,NPL,11834657.0
1970,NPL,12074628.0
1971,NPL,12323984.0
1972,NPL,12583142.0
1973,NPL,12852205.0
1974,NPL,13131260.0
1975,NPL,13420367.0
1976,NPL,13719466.0
1977,NPL,14028535.0
1978,NPL,14347653.0
1979,NPL,14676932.0
1980,NPL,15016408.0
1981,NPL,15367229.0
1982,NPL,15729431.0
1983,NPL,16100623.0
1984,NPL,16477488.0
1985,NPL,16858315.0
1986,NPL,17239677.0
1987,NPL,17623697.0
1988,NPL,18020755.0
1989,NPL,18445021.0
1990,NPL,18905480.0
1991,NPL,19405506.0
1992,NPL,19938322.0
1993,NPL,20489973.0
1994,NPL,21040899.0
1995,NPL,21576074.0
1996,NPL,22090352.0
1997,NPL,22584772.0
1998,NPL,23057875.0
1999,NPL,23509971.0
2000,NPL,23941099.0
2001,NPL,24347113.0
2002,NPL,24725625.0
2003,NPL,25080880.0
2004,NPL,25419337.0
2005,NPL,25744500.0
2006,NPL,26066687.0
2007,NPL,26382586.0
2008,NPL,26666581.0
2009,NPL,26883531.0
2010,NPL,27013207.0
2011,NPL,27041220.0
2012,NPL,26989160.0
2013,NPL,26916795.0
2014,NPL,26905982.0
2015,NPL,27015033.0
2016,NPL,27263430.0
1964,NRU,5590.0
1965,NRU,5859.0
1966,NRU,6065.0
1967,NRU,6221.0
1968,NRU,6343.0
1969,NRU,6445.0
1970,NRU,6553.0
1971,NRU,6669.0
1972,NRU,6798.0
1973,NRU,6929.0
1974,NRU,7062.0
1975,NRU,7178.0
1976,NRU,7284.0
1977,NRU,7396.0
1978,NRU,7505.0
1979,NRU,7626.0
1980,NRU,7751.0
1981,NRU,7871.0
1982,NRU,8016.0
1983,NRU,8163.0
1984,NRU,8331.0
1985,NRU,8501.0
1986,NRU,8679.0
1987,NRU,8868.0
1988,NRU,9058.0
1989,NRU,9275.0
1990,NRU,9506.0
1991,NRU,9766.0
1992,NRU,10030.0
1993,NRU,10287.0
1994,NRU,10496.0
1995,NRU,10626.0
1996,NRU,10677.0
1997,NRU,10643.0
1998,NRU,10567.0
1999,NRU,10449.0
2000,NRU,10335.0
2001,NRU,10219.0
2002,NRU,10102.0
2003,NRU,9990.0
2004,NRU,9906.0
2005,NRU,9848.0
2006,NRU,9827.0
2007,NRU,9846.0
2008,NRU,9880.0
2009,NRU,9945.0
2010,NRU,10009.0
2011,NRU,10069.0
2012,NRU,10136.0
2013,NRU,10208.0
2014,NRU,10289.0
2015,NRU,10374.0
2016,NRU,10474.0
1964,NZL,2585400.0
1965,NZL,2628400.0
1966,NZL,2675900.0
1967,NZL,2724100.0
1968,NZL,2748100.0
1969,NZL,2772800.0
1970,NZL,2810700.0
1971,NZL,2853000.0
1972,NZL,2903900.0
1973,NZL,2961300.0
1974,NZL,3023700.0
1975,NZL,3083100.0
1976,NZL,3110500.0
1977,NZL,3120200.0
1978,NZL,3121200.0
1979,NZL,3109000.0
1980,NZL,3112900.0
1981,NZL,3124900.0
1982,NZL,3156100.0
1983,NZL,3199300.0
1984,NZL,3227100.0
1985,NZL,3247100.0
1986,NZL,3246300.0
1987,NZL,3274400.0
1988,NZL,3283400.0
1989,NZL,3299200.0
1990,NZL,3329800.0
1991,NZL,3495100.0
1992,NZL,3531700.0
1993,NZL,3572200.0
1994,NZL,3620000.0
1995,NZL,3673400.0
1996,NZL,3732000.0
1997,NZL,3781300.0
1998,NZL,3815000.0
1999,NZL,3835100.0
2000,NZL,3857700.0
2001,NZL,3880500.0
2002,NZL,3948500.0
2003,NZL,4027200.0
2004,NZL,4087500.0
2005,NZL,4133900.0
2006,NZL,4184600.0
2007,NZL,4223800.0
2008,NZL,4259800.0
2009,NZL,4302600.0
2010,NZL,4350700.0
2011,NZL,4384000.0
2012,NZL,4408100.0
2013,NZL,4442100.0
2014,NZL,4516500.0
2015,NZL,4609400.0
2016,NZL,4714100.0
1964,OED,855187441.0
1965,OED,866357882.0
1966,OED,877034871.0
1967,OED,887433263.0
1968,OED,897619456.0
1969,OED,907848349.0
1970,OED,917970733.0
1971,OED,929959388.0
1972,OED,940747243.0
1973,OED,951245160.0
1974,OED,961564535.0
1975,OED,971664215.0
1976,OED,981155050.0
1977,OED,990517797.0
1978,OED,999924442.0
1979,OED,1009488956.0
1980,OED,1018954080.0
1981,OED,1028314741.0
1982,OED,1037309705.0
1983,OED,1045955467.0
1984,OED,1054256534.0
1985,OED,1062613469.0
1986,OED,1071150369.0
1987,OED,1079711152.0
1988,OED,1088387125.0
1989,OED,1097531158.0
1990,OED,1107196961.0
1991,OED,1117820520.0
1992,OED,1128349539.0
1993,OED,1138362949.0
1994,OED,1147748534.0
1995,OED,1156879819.0
1996,OED,1165880992.0
1997,OED,1174865635.0
1998,OED,1183546848.0
1999,OED,1192267323.0
2000,OED,1200836415.0
2001,OED,1209787876.0
2002,OED,1218855820.0
2003,OED,1227854277.0
2004,OED,1236872189.0
2005,OED,1245821323.0
2006,OED,1255133872.0
2007,OED,1264614793.0
2008,OED,1274522708.0
2009,OED,1283634878.0
2010,OED,1292110708.0
2011,OED,1298723126.0
2012,OED,1306807834.0
2013,OED,1315224394.0
2014,OED,1324034852.0
2015,OED,1332787383.0
2016,OED,1341701902.0
1964,OMN,608890.0
1965,OMN,625006.0
1966,OMN,642007.0
1967,OMN,660117.0
1968,OMN,679592.0
1969,OMN,700725.0
1970,OMN,723842.0
1971,OMN,748968.0
1972,OMN,776385.0
1973,OMN,806985.0
1974,OMN,841952.0
1975,OMN,882038.0
1976,OMN,927434.0
1977,OMN,977804.0
1978,OMN,1032797.0
1979,OMN,1091858.0
1980,OMN,1154373.0
1981,OMN,1220578.0
1982,OMN,1290121.0
1983,OMN,1361085.0
1984,OMN,1431066.0
1985,OMN,1498413.0
1986,OMN,1561180.0
1987,OMN,1619871.0
1988,OMN,1678119.0
1989,OMN,1741155.0
1990,OMN,1812158.0
1991,OMN,1893761.0
1992,OMN,1983272.0
1993,OMN,2072106.0
1994,OMN,2148416.0
1995,OMN,2204267.0
1996,OMN,2236652.0
1997,OMN,2249759.0
1998,OMN,2251859.0
1999,OMN,2254898.0
2000,OMN,2267973.0
2001,OMN,2294959.0
2002,OMN,2334860.0
2003,OMN,2386164.0
2004,OMN,2445524.0
2005,OMN,2511254.0
2006,OMN,2580753.0
2007,OMN,2657162.0
2008,OMN,2750956.0
2009,OMN,2876186.0
2010,OMN,3041435.0
2011,OMN,3251102.0
2012,OMN,3498031.0
2013,OMN,3764805.0
2014,OMN,4027255.0
2015,OMN,4267341.0
2016,OMN,4479217.0
1964,OSS,9840401.0
1965,OSS,10026023.0
1966,OSS,10214282.0
1967,OSS,10406007.0
1968,OSS,10606217.0
1969,OSS,10813719.0
1970,OSS,11029164.0
1971,OSS,11255188.0
1972,OSS,11488070.0
1973,OSS,11725338.0
1974,OSS,11968057.0
1975,OSS,12219420.0
1976,OSS,12475005.0
1977,OSS,12737700.0
1978,OSS,13008020.0
1979,OSS,13294824.0
1980,OSS,13598547.0
1981,OSS,13917150.0
1982,OSS,14253285.0
1983,OSS,14600166.0
1984,OSS,14962369.0
1985,OSS,15347574.0
1986,OSS,15754491.0
1987,OSS,16180206.0
1988,OSS,16610046.0
1989,OSS,17031505.0
1990,OSS,17430785.0
1991,OSS,17813808.0
1992,OSS,18156582.0
1993,OSS,18476080.0
1994,OSS,18801091.0
1995,OSS,19125038.0
1996,OSS,19460551.0
1997,OSS,19809591.0
1998,OSS,20163900.0
1999,OSS,20540135.0
2000,OSS,20917080.0
2001,OSS,21276754.0
2002,OSS,21639144.0
2003,OSS,22018460.0
2004,OSS,22442097.0
2005,OSS,22929069.0
2006,OSS,23486191.0
2007,OSS,24104686.0
2008,OSS,24762404.0
2009,OSS,25417810.0
2010,OSS,26050929.0
2011,OSS,26647965.0
2012,OSS,27227313.0
2013,OSS,27794594.0
2014,OSS,28364446.0
2015,OSS,28948893.0
2016,OSS,29542903.0
1964,PAK,49627623.0
1965,PAK,50917975.0
1966,PAK,52260183.0
1967,PAK,53655783.0
1968,PAK,55102690.0
1969,PAK,56598148.0
1970,PAK,58142062.0
1971,PAK,59734479.0
1972,PAK,61381982.0
1973,PAK,63099404.0
1974,PAK,64905996.0
1975,PAK,66816875.0
1976,PAK,68834324.0
1977,PAK,70958168.0
1978,PAK,73197254.0
1979,PAK,75561128.0
1980,PAK,78054346.0
1981,PAK,80680461.0
1982,PAK,83431597.0
1983,PAK,86285936.0
1984,PAK,89213708.0
1985,PAK,92191505.0
1986,PAK,95215375.0
1987,PAK,98285762.0
1988,PAK,101389603.0
1989,PAK,104512874.0
1990,PAK,107647918.0
1991,PAK,110778655.0
1992,PAK,113911126.0
1993,PAK,117086680.0
1994,PAK,120362764.0
1995,PAK,123776835.0
1996,PAK,127349293.0
1997,PAK,131057432.0
1998,PAK,134843233.0
1999,PAK,138624625.0
2000,PAK,142343583.0
2001,PAK,145978408.0
2002,PAK,149549695.0
2003,PAK,153093371.0
2004,PAK,156664698.0
2005,PAK,160304007.0
2006,PAK,164022626.0
2007,PAK,167808106.0
2008,PAK,171648984.0
2009,PAK,175525610.0
2010,PAK,179424643.0
2011,PAK,183340168.0
2012,PAK,187280125.0
2013,PAK,191260799.0
2014,PAK,195305012.0
2015,PAK,199426953.0
2016,PAK,203631356.0
1964,PAN,1276331.0
1965,PAN,1314679.0
1966,PAN,1353847.0
1967,PAN,1393824.0
1968,PAN,1434676.0
1969,PAN,1476481.0
1970,PAN,1519286.0
1971,PAN,1563093.0
1972,PAN,1607797.0
1973,PAN,1653208.0
1974,PAN,1699056.0
1975,PAN,1745142.0
1976,PAN,1791389.0
1977,PAN,1837804.0
1978,PAN,1884427.0
1979,PAN,1931302.0
1980,PAN,1978489.0
1981,PAN,2025965.0
1982,PAN,2073748.0
1983,PAN,2121863.0
1984,PAN,2170330.0
1985,PAN,2219200.0
1986,PAN,2268500.0
1987,PAN,2318259.0
1988,PAN,2368556.0
1989,PAN,2419424.0
1990,PAN,2470946.0
1991,PAN,2523115.0
1992,PAN,2575949.0
1993,PAN,2629584.0
1994,PAN,2684117.0
1995,PAN,2739667.0
1996,PAN,2796291.0
1997,PAN,2853907.0
1998,PAN,2912318.0
1999,PAN,2971197.0
2000,PAN,3030333.0
2001,PAN,3089641.0
2002,PAN,3149195.0
2003,PAN,3209056.0
2004,PAN,3269356.0
2005,PAN,3330222.0
2006,PAN,3391673.0
2007,PAN,3453671.0
2008,PAN,3516204.0
2009,PAN,3579215.0
2010,PAN,3642691.0
2011,PAN,3706479.0
2012,PAN,3770635.0
2013,PAN,3835447.0
2014,PAN,3901311.0
2015,PAN,3968490.0
2016,PAN,4037073.0
1964,PER,11383364.0
1965,PER,11711402.0
1966,PER,12045783.0
1967,PER,12386868.0
1968,PER,12735491.0
1969,PER,13092846.0
1970,PER,13459789.0
1971,PER,13836365.0
1972,PER,14221954.0
1973,PER,14615847.0
1974,PER,15017060.0
1975,PER,15424745.0
1976,PER,15838568.0
1977,PER,16258323.0
1978,PER,16683451.0
1979,PER,17113393.0
1980,PER,17547612.0
1981,PER,17985398.0
1982,PER,18426420.0
1983,PER,18870988.0
1984,PER,19319746.0
1985,PER,19772871.0
1986,PER,20230385.0
1987,PER,20691285.0
1988,PER,21153462.0
1989,PER,21614193.0
1990,PER,22071433.0
1991,PER,22522383.0
1992,PER,22966822.0
1993,PER,23408135.0
1994,PER,23851405.0
1995,PER,24299168.0
1996,PER,24753825.0
1997,PER,25210957.0
1998,PER,25658070.0
1999,PER,26078295.0
2000,PER,26459944.0
2001,PER,26799289.0
2002,PER,27100964.0
2003,PER,27372217.0
2004,PER,27624226.0
2005,PER,27866140.0
2006,PER,28102055.0
2007,PER,28333050.0
2008,PER,28562321.0
2009,PER,28792663.0
2010,PER,29027680.0
2011,PER,29264314.0
2012,PER,29506790.0
2013,PER,29773986.0
2014,PER,30090372.0
2015,PER,30470739.0
2016,PER,30926036.0
1964,PHL,29958687.0
1965,PHL,30909997.0
1966,PHL,31864175.0
1967,PHL,32823970.0
1968,PHL,33795203.0
1969,PHL,34786309.0
1970,PHL,35803591.0
1971,PHL,36849678.0
1972,PHL,37923400.0
1973,PHL,39022759.0
1974,PHL,40144250.0
1975,PHL,41285741.0
1976,PHL,42446659.0
1977,PHL,43629415.0
1978,PHL,44838485.0
1979,PHL,46079844.0
1980,PHL,47357741.0
1981,PHL,48672831.0
1982,PHL,50023564.0
1983,PHL,51408910.0
1984,PHL,52827047.0
1985,PHL,54275836.0
1986,PHL,55755346.0
1987,PHL,57263835.0
1988,PHL,58794999.0
1989,PHL,60340768.0
1990,PHL,61895169.0
1991,PHL,63454785.0
1992,PHL,65020124.0
1993,PHL,66593904.0
1994,PHL,68180846.0
1995,PHL,69784087.0
1996,PHL,71401743.0
1997,PHL,73030879.0
1998,PHL,74672009.0
1999,PHL,76325927.0
2000,PHL,77991757.0
2001,PHL,79672869.0
2002,PHL,81365260.0
